,Precentral_L,Precentral_R,Frontal_Sup_L,Frontal_Sup_R,Frontal_Sup_Orb_L,Frontal_Sup_Orb_R,Frontal_Mid_L,Frontal_Mid_R,Frontal_Mid_Orb_L,Frontal_Mid_Orb_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_L,Frontal_Inf_Orb_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,Insula_L,Insula_R,Cingulum_Ant_L,Cingulum_Ant_R,Cingulum_Mid_L,Cingulum_Mid_R,Cingulum_Post_L,Cingulum_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Thalamus_L,Thalamus_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R,Cerebelum_Crus1_L,Cerebelum_Crus1_R,Cerebelum_Crus2_L,Cerebelum_Crus2_R,Cerebelum_3_L,Cerebelum_3_R,Cerebelum_4_5_L,Cerebelum_4_5_R,Cerebelum_6_L,Cerebelum_6_R,Cerebelum_7b_L,Cerebelum_7b_R,Cerebelum_8_L,Cerebelum_8_R,Cerebelum_9_L,Cerebelum_9_R,Cerebelum_10_L,Cerebelum_10_R,Vermis_1_2,Vermis_3,Vermis_4_5,Vermis_6,Vermis_7,Vermis_8,Vermis_9,Vermis_10,Time
0,0.13878900994318186,-0.07920807520346926,0.22715460629147313,0.06270574281036648,0.35575646345037193,-0.1066077118653408,0.2703341289909198,0.09288718972961497,0.20997346001742076,-0.04843050751738344,0.10656995881820794,0.08398093916197669,0.19345779669877766,0.06062682435778645,0.22495202021835858,0.08764220708289075,0.05071191664464884,-0.061674596921521746,0.14740886404917136,-0.03645535488379442,0.24863449769710344,0.024614214726727996,0.10462496101997823,0.04797391340530527,-0.13547351653326306,-0.3357628262029358,0.32761446439710334,0.13187988888078434,0.058352956165102755,0.08557742271580013,0.03073476303219287,0.04136462807286362,0.14120900818267948,0.0730983014884201,0.038298880390951896,-0.0066130142810128375,0.03234315025143337,0.1781042394624357,0.06967920925773476,0.036905414015813716,-0.14690172752343164,-0.04439516955655477,0.09268671822892545,0.0537987330159328,0.15698371227398655,0.015881114635486058,0.061063169922330275,0.1257908539168375,0.19226734727332478,0.045706649293809236,0.1371225115124817,-0.03488333184846334,0.10870753565573935,0.3716072363912245,0.08620388589413246,0.1324874604079943,0.07166244099868929,-0.005594867216687652,0.22795222854952615,0.06055593743861176,0.2454796875228291,0.019603318142635585,0.042621115465861004,-0.012362651412249834,0.08415857968237038,-0.07525271847121819,0.1293962856496158,0.014761154208977773,0.14604339955556406,-0.025149902393036737,0.11841695458544553,0.037576380508506195,-0.019012540017956454,-0.028050415053417446,-0.16582718659954904,-0.10579220857571743,0.06685235146191994,0.1367809807457155,0.03669939196437504,0.06271942164543082,0.11988721659147411,0.05167744221557792,0.07223406057915341,0.18356664543569096,0.10215330123762602,0.029270509420909568,0.12249546147574773,0.023736609934330487,0.008784464175700812,0.04968958815306956,-0.07638977848684309,0.11569631365109806,-0.11050714768632579,0.16537133172116858,0.3072344965746981,0.34954956292704803,0.12938530617505062,0.19827314109380123,0.001037666633295934,0.08893658321273547,-0.08452361297138355,-0.05374438241450689,-0.04664393305513147,-0.024460482270153766,-0.01844048438073742,-0.06075886314698811,0.2281334198093218,0.2603845717577347,0.38311425805327914,0.2402348600981825,0.16272757593915116,0.18557531788492831,0.16040350052458338,0.006103223242270189,0.016962632793414666,0.14493407848750006,0.0
1,0.194600449084983,-0.06370174863569784,0.21530717438678407,0.06918786536417876,0.2894549165958567,-0.20578966795714373,0.28193591975989113,0.10077612268389094,0.08483539254717722,-0.14235092943536354,0.2268652403457446,0.10545286134761732,0.2813399554746194,0.11849762034630225,0.1469849486654164,-0.00989663342863206,0.10070652896185965,-0.004244121203719799,0.15867520957283737,-0.007005233368851167,0.15592776299204766,-0.15209856140886144,0.045774949300270124,-0.01770883203400406,-0.1586721550256996,-0.4590650085217383,0.3129453225228887,0.03128732464157511,0.07638735803109702,0.08016576793896692,0.02499004096093569,0.030975156060986418,0.15524116982508776,0.08060167042392012,0.014169925073996118,0.01869128626954915,0.10800390114121322,0.2219478069902951,0.11547508722874618,0.09285565168380956,-0.15052573102351066,-0.06695298412990072,0.0933086081729862,0.06390552324336554,0.16426333563161252,0.03030481482414663,0.06400254434694276,0.11609621430903277,0.2009666492395762,0.0466712249956772,0.13524086229945073,0.007002033505041475,0.06887024354351214,0.24794167371852976,0.1511009471726042,0.13355814720423265,0.13549171442482819,0.006115664858114562,0.21314260365272636,-0.01921877447859335,0.24116523150945143,-0.013632422504183951,0.05400620087127914,-0.06890328811118744,0.1010659227445902,-0.10852245645376447,0.15805222392538615,0.024728077484420657,0.2198081852005051,-0.007928553920765365,0.12588152019904764,0.01023986681665409,0.05258886404464625,0.05115389875331835,-0.0179478826192662,0.05524564537430634,0.11729404171228244,0.16853628480233832,0.09740501598073621,0.08264339845095996,0.10330728525778721,-0.008582875344396102,0.0850933214345222,0.08833378649490926,0.08661890426263699,-0.00163449114546664,0.1584045980248154,0.11136263042121783,0.062063276716192425,0.05198473878324706,-0.08446765819337332,0.10621896187243991,-0.06508232490059125,0.18571586727618428,0.5150606235987765,0.19487488706795153,0.20722113163194505,0.1716893953736785,0.01710058923656956,0.08556633943597247,-0.07989485476420222,-0.007617406008643772,-0.05697924753843586,-0.06141325645908927,0.011730425371298602,0.05725945690004554,0.22424757482248245,0.2698389072946422,0.12992501735625162,0.3112448726778796,0.1367262905639224,0.07809567181247191,0.1963680086638215,0.05602146308992948,0.12647204459005115,0.16626328243403946,0.906
2,0.16533503197497895,-0.10977946614008718,0.09086059907472273,-0.043392518591407685,0.26690127933459823,-0.18175349798077137,0.15156239283671005,-0.040524350946133346,0.07169670963370466,-0.17722678622520843,0.12883639433486888,-0.020056971010360896,0.14573792561742877,-0.059883107860143434,0.09166959455583207,-0.07903561073900713,-0.0022071038599158817,-0.1562811809225824,0.10315521149913101,-0.06926459069555733,-0.011174762087834113,-0.21659729266612923,-0.0792143559941025,-0.143389450905813,-0.20603239436308785,-0.4338388205912989,0.1814139049712198,-0.03784437860770941,0.004424315872235633,-0.04272871363026845,-0.14185360496127897,-0.14170805780840012,0.04348209589114979,-0.027588870302187485,0.00958684367350314,-0.03551922102065244,0.06356099283510866,0.19733097297318367,0.09178658617577432,0.032595284857203234,0.051577178454289115,0.1174727586033407,0.2402791303123565,0.1766538818434301,0.2727579653953367,0.13721189676732512,0.19285282302904425,0.1935434768983036,0.2991376234440582,0.10324588651893056,0.22693977142464003,0.055613753108490475,0.2330195871868699,0.2857563814680131,0.1976857520224587,0.17074123757371656,0.08325191999619833,-0.029012281519925912,0.2627030117449503,0.03368500010410974,0.2258696049261905,-0.049135656603673826,0.098113982077708,-0.13591200122746674,0.18542239987082818,-0.08515078772379853,0.17382537206103546,0.025795821146206134,0.19023740982005896,-0.010031490862923712,0.02962046316297388,-0.09668475853869972,0.006095406285280331,-0.03519216528032103,0.08955246537644493,0.028488586564152017,0.0158039910281345,0.07671131737332364,-0.06394934622560776,-0.15114899442844093,0.06766226985648115,-0.06249130206439106,0.15028323536403165,0.09947860835245648,0.10832455749247266,-0.029259628977839354,0.14552451336589917,-0.026525608844473348,0.09450999275079358,0.022532204083581527,0.031135417885961265,0.1805421090531362,0.05893876392611503,0.29959315899922984,0.26067398847549217,0.09506400131374396,0.12218721853710124,0.21539555368704363,0.09730574451799673,0.18895537057522602,0.07313640742687062,0.19874386652313236,0.09127866166272494,0.1179238940190041,0.10288270756332978,0.13789320448910886,0.39572615359651403,0.35155137872077497,0.09769226279670741,0.23678194193891286,0.10038057529704535,0.15760821200744346,0.2874720565698522,0.14513249039962473,0.18253080804634483,0.14939943521573174,1.812
3,0.15492624716968972,-0.10935684882281292,0.06701831653754765,-0.058113862465716426,0.2679178478903988,-0.15134500345664892,0.17119920761796417,-0.049197641793058564,0.09518554012502821,-0.17241908626566818,0.13599682775912691,-0.09839958700927658,0.12186415341730514,-0.1200189543583118,0.10810133224246624,-0.10801217614308808,0.02031266313788867,-0.1296201682359182,0.08578362354938153,-0.06929545545173155,0.02808463014337899,-0.18383239543774788,-0.11025410320777528,-0.18065631697538231,-0.19775341933236565,-0.42177938143310995,0.18530302109231261,0.0056254902782322536,0.02790334940972464,-0.06284142448076357,-0.1690813163187695,-0.16109644950901633,0.03990342379442843,-0.04209449031928885,0.15370216106418044,0.02162010897885274,0.1043488481037163,0.16453098636914912,0.15367731520642977,0.06154456805771914,-0.030480615083285898,0.04863206334701375,0.31292540021878074,0.20942146388679259,0.3109812570033026,0.20695563392474356,0.24831402533550367,0.18050926738593917,0.3624441395198451,0.18078858651370636,0.26725085992045977,0.10891117456141086,0.2919188466897376,0.3116563390452621,0.20182741927403502,0.20617864294931937,0.0685103574251915,-0.037812061115481396,0.2619750424719845,-0.004022605835826406,0.2455629322639923,-0.024251255031548565,0.09828833975982554,-0.07282026973795883,0.18942268625125896,-0.03330744062293732,0.18584593533195426,0.05031839970013747,0.181260040823699,-0.011509230335788236,-0.012183462745747739,-0.0802817108273965,0.022630659091271623,-0.019059873033909266,0.05556728625934248,-0.04773599763885857,0.1405236387354421,0.12445967099529971,0.007285836353846725,-0.12056182129860414,0.057711161971495145,-0.0415916706963434,0.07851112350516336,-0.10818678811925309,0.0974780223712454,-0.022741000585052875,0.08746297990346677,-0.07655482396006856,0.06061780873567976,0.009655440870598582,0.08092350596750107,0.20429732857966001,0.060694729825943906,0.3003181313129942,0.1668074076958263,0.2953554716685053,0.1446138490096104,0.1784903536466936,0.16041496982259976,0.2332779139913409,0.058290512201401516,0.11446247753464532,0.07642880848050682,0.0887472910398295,0.05860965557425187,0.09271942290802596,0.23208193971530278,0.32674909588369055,0.14546921556100545,0.1928376605206734,0.1674635799859294,0.24827430037974943,0.3887826567437736,0.19656268829283496,0.21775607364865038,0.25956073577703637,2.718
4,0.1546442075960595,-0.07812874372159738,0.10649417537869522,-0.03199549975309734,0.24510415820788417,-0.18300414111630875,0.21562047858022398,-0.03189641412701025,0.13587373089812774,-0.09043778591388392,0.131198081148486,-0.09526008924845371,0.1906766281510666,-0.1045689630483238,0.14810904139253603,-0.10526467979891473,0.06372279714553883,-0.08955545828529118,0.11839672901262843,-0.040609236652064014,0.1379199799917842,-0.09341388097096334,-0.06937009013319122,-0.13819928431977252,-0.10657213995319598,-0.29602064669319217,0.1840286747904992,-0.028335344788906768,0.03742016828493648,-0.012467083925231952,-0.11309475091131785,-0.09922313487881747,0.07427751103925091,0.01850593293338746,0.0853303326219128,-0.02474988534421264,0.16216094882931267,0.15778723562198688,0.17623137741819447,-0.018600028346563775,-0.07500408665572428,-0.09455984023229916,0.2765084215127499,0.18049170018527028,0.28781881904722156,0.16223661083464394,0.22593089121015336,0.24995913888798402,0.3201533308445868,0.14680336928462998,0.2441904833653106,0.10649358636722735,0.2536908618681256,0.42538524637405145,0.19321883856740923,0.18856468136114657,0.08968009255757038,-0.029981315730881874,0.27538397649090884,0.044121588009927055,0.268110365013068,-0.01475724209093781,0.12561065978492064,-0.08671367007163687,0.18453622879531373,-0.046177140041754605,0.20016577025409069,0.056093294255378304,0.17206155436437848,0.0008160912016541827,0.06273341773326493,-0.028491608814279444,0.06658497255094499,0.0064776435032552395,0.13348646742010176,-0.04096414942147328,0.1200338425406268,0.12197337860632829,0.08331617001602551,-0.009795149276618974,0.07608869586351903,-0.035973928780750716,0.07783546742632212,-0.09408900939532684,0.11892222908552758,0.003845645769616905,0.10197836326907342,-0.05087449165023221,0.03605981650362535,0.017446423654924593,0.044120696762826074,0.2285875367043047,0.044497623602388695,0.3099523337013799,0.23901533739011116,0.32847980691493295,0.1159302737637688,0.2255103122166251,0.12395186186883017,0.20362255984800137,0.029897031979302886,0.07125402895693392,0.020638735066760557,-0.0005062996929480205,0.010243464795283898,0.02272548078782169,0.17316751572130024,0.30563032039864957,0.4247879673506788,0.3238340836063847,0.14090145202621274,0.16397950614944828,0.3058015749917779,0.09013501649268703,0.12339258336879687,0.10555343244812194,3.624
5,0.19000587197667682,-0.04814570238353749,0.1609600019317328,0.0051728197739414625,0.3161102897741299,-0.1318707032032465,0.2803289149574307,0.0635017815372199,0.1844593794100782,-0.05962844200648629,0.20709867544561794,0.024872418819782603,0.24122747975412326,0.027440456372481565,0.19009515374233374,0.007001829234733129,0.08658911563332285,-0.018867667144776158,0.14123453825758464,-0.017290913363461138,0.12749123024078754,-0.05967520183194915,0.009055325361560123,-0.06499984337268475,-0.10793529445221264,-0.3553780250806084,0.3382434565144542,0.10914039864423175,0.046750382868474216,0.02382439203084456,-0.04704023700679855,-0.026751556596629786,0.11658361258334302,0.06120546172564214,0.04861404106416789,0.0005544152063493453,0.10449873986866035,0.2401026455139887,0.05248537057067205,0.09355730061660618,0.10027472548665128,0.08009356405761155,0.25599445727703585,0.16967194286839335,0.3003632076472764,0.1491583253807894,0.20427538218795613,0.23443673008817117,0.3146772379447929,0.12018107991312255,0.2404213713989408,0.0862267885619707,0.23070967629128106,0.4694498101570325,0.20915291862750457,0.23287307598061785,0.10269898531807423,-0.001598285442678858,0.26530615186834705,0.01615387772300136,0.2523913794604701,-0.06012050185371388,0.1284757806154242,0.02332648874652057,0.15726519010419918,-0.06821580986195634,0.18829343047012184,0.056478155649180836,0.17672958969363076,0.03306653727986169,0.06387727691892363,0.012826523176826431,0.03524009898729754,0.05418914259975196,-0.054161598071918615,0.030443063082177573,0.16357221320386853,0.18237349856205937,-0.02731834671736901,0.003455262482396152,0.10407881102735163,0.01365196254695866,0.19308931726224737,0.13541272600935927,0.11225883821316884,0.031121458462609004,0.1706777676998006,0.019284575655082056,0.07664364938918478,0.07615500993578998,0.004225259634621441,0.22251282746105805,0.0036402312446236523,0.2294804068735184,-0.008474825356590525,-0.05512884380439401,0.0788946467645627,0.19313908435828683,0.11388175025382886,0.17535228518642096,-0.03151868667207572,0.012314003549443365,-0.05814798598333029,-0.015854342047854547,-0.04210394300979061,0.007346785852464624,0.25232593859834906,0.30249933914941163,-0.09980488126489113,0.14492574022376908,0.16094378494127226,0.2031152939195664,0.32497660661933225,0.04170511034611672,0.05715274403814837,0.03638790695555549,4.53
6,0.20700066196085243,-0.014261737474726881,0.15127351284182888,0.008855101157448857,0.31473910428026036,-0.14030361120288107,0.2599502939846124,0.046235236363021355,0.1488190482226364,-0.0936128710955021,0.18354461812898062,0.008801180282225884,0.21876227948513688,0.019503890065488135,0.16982151691279135,-0.024994261854527827,0.13028500262394083,-0.024195966166343272,0.1623970758891607,-0.002928513491017103,0.016291654407514428,-0.19133624427851517,-0.026989799875496264,-0.08861001294054353,-0.17803145011265012,-0.413376855538165,0.24518785767533216,0.06757690268474895,0.09174609513426368,0.09046344944772297,-0.0838111574219876,-0.06312723613659851,0.14406465484729608,0.07873922706314349,0.09368315985041643,0.09396748733225413,0.08428064680477478,0.23984539071709732,0.08319321195362432,0.09972805239165626,-0.05756356981157937,-0.017901274221311294,0.25611211213132135,0.1700380611035157,0.22526969860493734,0.08378398274306247,0.1687199237747025,0.21104600897211828,0.2995795537482499,0.057731693043738014,0.24558573303923265,0.05391104314376554,0.22110932590240087,0.48864579654563767,0.21602486364218973,0.2051952404027721,0.11217199352700359,0.015479345717677145,0.2798070397967109,0.0050895769953516225,0.264178834809037,-0.03447282984772227,0.11305690667232335,-0.05497732766423752,0.0998593282293392,-0.11933005811162752,0.22021751587278504,0.10364439969601537,0.16559018328162167,0.02592954279276823,0.07601751435842263,0.024295552368508982,0.0992240701508339,0.12021577534265308,0.08355664142604437,0.0860217685736454,0.21178292277972605,0.26190862829621586,0.13912777385516653,0.07778330216708287,0.10411292611240161,-0.03624225806597967,0.11579571486660933,0.03830836589668321,0.10091317792588092,0.0007997202330263329,0.15904523050784763,-0.011105759275415149,0.10725884077767257,0.09726413105428426,0.004405126015585509,0.2555009147294536,0.01740489290202128,0.28732526812724524,0.45429711022671043,0.5265303618992149,0.19951227299208874,0.17909710580634994,0.07846533189047679,0.14668079102760304,0.027921342500626733,0.0497565800764235,0.015390870284776377,0.06563584622919885,0.0511588638707798,0.1669438678853036,0.22148987838021322,0.28776530974124714,0.554863343738906,0.27454957472443253,0.13600186889229018,0.13448389502649383,0.27856397101059366,0.16159865848945665,0.17756596240391667,0.27143668452232733,5.436
7,0.1994351409654318,-0.010893228857595031,0.09182061859476877,-0.030938750361972245,0.37862925595589714,-0.03276021243347722,0.2063994356667508,-0.03177635934752312,0.13329891542399258,-0.06830233401682415,0.14272386652875688,-0.025985576156918207,0.15913734662043477,-0.05806608931942352,0.1690621298260246,-0.06335039893653535,0.05590410914360032,-0.09037031720158824,0.16206029448234932,0.009875216194695738,0.01838346758431309,-0.2891726856527739,-0.06907766506316462,-0.13122817821892221,-0.18319643000341634,-0.37774754030922425,0.2575537366040424,0.03409551470090721,0.050037026199196366,0.014554825754577084,-0.06912628505170308,-0.07724990267363796,0.12143821191318753,0.037143765414252114,0.07234278363910968,0.03981155437825044,0.13420036959924078,0.21004671007682355,0.09191421054540917,0.02673150449025005,0.1117615222949456,-0.002618422711327709,0.23016641545630262,0.17347764557557693,0.2135093342923863,0.10577617470972032,0.18601834438163442,0.21895002392714863,0.30515171845330263,0.08722933665033077,0.2775505154995038,0.11356763139241167,0.2453044286165709,0.3762022660119104,0.26131763540851677,0.23492716532341007,0.10923943305192174,0.008026359432264379,0.27383379192304047,-0.019267060080275445,0.2872733044286086,-0.03607078783208362,0.17151856624998266,-0.05916455823117303,0.13323843874038796,-0.10643090015336845,0.2256367111639454,0.11588496566716226,0.256228688211446,0.05450999853176362,0.07824627091603704,-0.010345131926292571,0.1405652836516066,0.08820460779336108,0.11579082770807714,0.1767259957130239,0.20745305897065022,0.2540983131755805,0.01793898128505476,-0.03760167030374979,0.0754720000953298,-0.05031129914919707,0.12581431414319216,0.043042162978534616,0.11877962189522454,0.03122736246413779,0.14216962220474227,-0.0518814003376916,0.13613228813995112,0.08718084522120745,0.04284284008608866,0.22175061252286235,0.028209360679111645,0.277141672657335,0.31155877114595976,0.008312243063377769,0.1605943602636439,0.1459657708469081,0.15997371832860333,0.1720971739610393,0.010732844036153957,0.08783980905348393,0.09779838887004165,0.08429099588021507,0.10187541168925264,0.06432239943824956,0.307229167767229,0.33172183080894796,0.1625392246324793,0.21910986390639714,0.08556498369019219,0.1842889520842862,0.27092415525977287,0.1964445665705251,0.15824077208686463,0.1691610139278915,6.3420000000000005
8,0.20587059799353033,-0.021935142098239435,0.10445548224062272,0.003185383879288361,0.3076585860834588,-0.13216847537837495,0.21799251638258538,-0.0045612747798554525,0.10661446414658483,-0.11724071318833522,0.12999211341387323,-0.06592540704574118,0.15500295277935774,-0.10497076949666023,0.15739154933469893,-0.09777843233440027,0.056305379289889164,-0.07516124389552678,0.1740405014495187,0.03953624687682205,-0.031183409865906314,-0.1688246977562171,-0.03556617893645914,-0.08790046402273638,-0.17497998499558412,-0.3456448666242291,0.2043804572105784,-0.020903914997746395,0.0789787498880102,-0.03490379801831303,-0.04342971638668814,-0.06677273817291628,0.10784047311444424,0.049401054525321,0.10522477892658308,0.04359537502132658,0.14368967133381713,0.18956432815265734,0.13252712106065484,-0.00038847970689959567,0.1917484566896183,0.12387906936063031,0.21432222841312285,0.1384716037964235,0.18829831674637157,0.12251057131592671,0.18646300416689462,0.2077998151997542,0.29351742283637017,0.11492643894677039,0.28606928989752123,0.13145258491496054,0.2583245569980166,0.3574142135762326,0.25330583672661583,0.2683453950561024,0.11657418573730646,0.010838566059542174,0.2861345227183864,0.02014433780463145,0.27535741433653377,-0.0319955486149812,0.19140947912095901,-0.035711508640472935,0.16350844056276456,-0.05949239986963474,0.24555107891668426,0.11749546257661828,0.25328045537192173,0.07477613987395945,0.06916025542586034,0.0035738140822899884,0.12004258821964782,0.050831368097909016,0.2281196710974769,0.16841258855183788,0.18012354570794217,0.1803802683768079,-0.016071987219226425,-0.15854794698001082,0.1040840595019747,-0.0327969100436185,0.20040529222346523,0.08567223984560517,0.13426089070128205,0.07057148936152448,0.06918809538741391,-0.03836718787133565,0.11753572906975991,0.11884879827109354,0.08558929358130621,0.1933962168221177,0.05483191471777419,0.2454977639307528,0.1785873280796135,-0.06916676192982156,0.12512415179805053,0.1690623585505716,0.15168229490646523,0.2204493566754555,0.04183584125757999,0.11745218896836056,0.05507068631102503,0.08699797173648875,0.1084787957526331,0.11966391320799863,0.2260024725584772,0.38629913140836963,0.10780075978875434,0.20036545104180445,0.14843387951508133,0.1948674190801572,0.23604673552776778,0.16003945175498172,0.1780687315828987,0.1146266572895218,7.248
9,0.16339505706985613,-0.03586908364731688,0.10149092758040422,-0.002909212020045846,0.24783470863102425,-0.10187908972430496,0.1906182710709736,-0.021610387408977697,0.12423108701508058,-0.06694015236162146,0.06853800760427836,-0.0944471835782364,0.1118464119817656,-0.10157141582753532,0.1611485170271129,-0.008541927310416055,0.056889044957218395,-0.0514961795598118,0.15376453367519283,0.03503256453859653,0.12294381029122671,-0.15504854778519472,0.0027564466634743805,-0.05657288989067251,-0.12705697545217806,-0.32012091476395804,0.2149716909189865,0.01677834266835153,0.1133229687953616,0.024885565630945867,-0.006224123749337052,-0.02391616612393653,0.15911452035422216,0.10211222129724143,0.07603506893640515,0.0747573209904902,0.13849534517169435,0.1635938438947471,0.20069271493174456,0.07949299834758138,0.08992042977212682,0.04675903181204207,0.09709597395841382,0.03094203582857485,0.1206741143570253,0.04973858321573516,0.13343299367332245,0.12230023438666537,0.21947968611309426,0.07712425786887568,0.2038890841033374,0.0727578328295973,0.1648876207710033,0.24531704205914567,0.20959453732579808,0.1821929311335127,0.08957452038046697,-0.0014833152820590081,0.22767599020934343,0.010073340882964656,0.23388488428952142,-0.030491325596182662,0.12988006681194975,-0.028271522757543736,0.06351630090075391,-0.09454806180586856,0.19702234776865785,0.09072292510505905,0.2311146581400853,0.04683712049955941,0.08860586158199121,-0.0013659019183007966,0.07446741322885982,0.022287405094257664,0.09674214807803741,0.12480849271306527,0.19682654575786673,0.23460137475825837,0.06601407848041764,-0.03353950027543691,0.07395781516662785,-0.0258654279475417,0.08462108869124547,-0.014423931829063841,0.07341655428200254,0.0656920020073672,0.0006404197026709403,-0.1143846329945783,0.0713136732540051,0.055752089011192225,0.024313918273361157,0.13724542428104053,-0.019499177320609726,0.1710181863838533,0.3311671196328948,0.6023608774244771,0.16904099923958002,0.19025867850147876,0.10910323601261013,0.16851410940748565,-0.08494697500252577,0.03701471468035957,-0.05380532058513848,-0.02470308859689954,0.018925395900400183,0.04453163499959364,0.03703759134367264,0.25731498229769934,0.641929926321346,0.3533447381849627,0.17152189924311528,0.1917650074433112,0.24265985667175527,0.10690830106052468,0.1340135822747516,0.18412470934695635,8.154
